scenario,scenario_label,method,capture,lift,brier,oracle_regret,membership_error,lift_sd
noisy_child_parent_stable,"Noisy child, stable parent",Membership top-k,0.1129508142026788,2.251934678791794,0.01132997060438869,0.035382358785884416,0.006084810994558904,0.7320098267533673
noisy_child_parent_stable,"Noisy child, stable parent",Hierarchical shrinkage,0.11241557883670587,2.241240721935015,0.005697275143607339,0.0358246950660875,0.006084810994558904,0.7219695125875547
noisy_child_parent_stable,"Noisy child, stable parent",Upper credible bound,0.1123195591197447,2.2392763888850244,0.02711056096247058,0.03625572733135487,,0.7432854828370723
noisy_child_parent_stable,"Noisy child, stable parent",Boundary-product top-k,0.11197109590982426,2.232386717005701,0.019071608875490326,0.036069213403662606,0.006084810994558904,0.7294238625109919
noisy_child_parent_stable,"Noisy child, stable parent",Lower credible bound,0.10981300513107418,2.1893391853473547,0.009028867448537871,0.03665769042583972,,0.7111691165948997
noisy_child_parent_stable,"Noisy child, stable parent",Thompson top-k,0.09211414656591088,1.8365758157726608,0.01358395550879665,0.05366593596468918,,0.6269794631728537
noisy_child_parent_stable,"Noisy child, stable parent",Direct cell,0.08100269688745758,1.6148564926896325,0.03803152983069468,0.06644677522430668,,0.42005526050885567
noisy_child_parent_stable,"Noisy child, stable parent",Laplace cell,0.07464905181637255,1.488226067939041,0.07079237794553438,0.07177374712897153,,0.4643766877186438
parent_child_signal,Parent-child signal,Lower credible bound,0.13749035714663502,2.741079804793413,0.015876837821216495,0.05926639368401317,,0.6787461913948084
parent_child_signal,Parent-child signal,Hierarchical shrinkage,0.1373983943716825,2.7393224458306524,0.010706272520832262,0.05941536925526676,0.005796174155244566,0.6772446393322217
parent_child_signal,Parent-child signal,Membership top-k,0.13477600307787974,2.6869960393245482,0.01855092980808614,0.060932035820871595,0.005796174155244566,0.6657524967895998
parent_child_signal,Parent-child signal,Upper credible bound,0.13462814135281373,2.6841392837551012,0.03128323365457478,0.061687861125773756,,0.6979484511302485
parent_child_signal,Parent-child signal,Boundary-product top-k,0.13454357652488025,2.6823357860516377,0.031205147052935357,0.06132805160001942,0.005796174155244566,0.6730771131103181
parent_child_signal,Parent-child signal,Direct cell,0.11534504647931136,2.2995032178582777,0.038727269224486556,0.07964021132423868,,0.5265160765615369
parent_child_signal,Parent-child signal,Parent cell,0.11351714010299267,2.2631758459201436,0.01232869925779722,0.082620015545914,,0.7652360944527584
parent_child_signal,Parent-child signal,Laplace cell,0.11140638945038756,2.2210470782946286,0.05799340275882783,0.08386885265811946,,0.5701343520496561
parent_child_signal,Parent-child signal,Thompson top-k,0.10563983669991472,2.1061235055263676,0.01916799789108078,0.09096142558052764,,0.5746604665404625
rare_high_risk,Rare high-risk cells,Lower credible bound,0.13308944981048404,2.6529094943007707,0.019564146518641256,0.07124614031878881,,0.5505017562756443
rare_high_risk,Rare high-risk cells,Hierarchical shrinkage,0.1303554054506943,2.598425486539761,0.01499196165755497,0.07312343577828778,0.005694680309230604,0.5964414728201702
rare_high_risk,Rare high-risk cells,Membership top-k,0.1289149043947131,2.5697230522628707,0.02447736804670463,0.07489719804380428,0.005694680309230604,0.6116057147384548
rare_high_risk,Rare high-risk cells,Boundary-product top-k,0.1284448534411299,2.5603381011313844,0.038016539458018354,0.07527945426654693,0.005694680309230604,0.6153508005087501
rare_high_risk,Rare high-risk cells,Upper credible bound,0.12672314293014902,2.526003341835753,0.0410964133245092,0.0763720279272019,,0.6125834911143176
rare_high_risk,Rare high-risk cells,Laplace cell,0.1255085604454997,2.5018188870041502,0.06924054068470466,0.07870082913780045,,0.5575279910280632
rare_high_risk,Rare high-risk cells,Direct cell,0.12379651342188451,2.4676118605578488,0.046155472522687285,0.080363577917203,,0.5604884776343727
rare_high_risk,Rare high-risk cells,Thompson top-k,0.10654491819811036,2.123803416907398,0.024539364488793396,0.09740745499845911,,0.5519432925083146
rare_high_risk,Rare high-risk cells,Parent cell,0.10287465606897478,2.050669485071187,0.017620658183139612,0.1009117143359318,,0.6247172943455087
